"Item_Identifier","Item_Category","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Years_Open","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"D29","FD",12.867061281337,"Low Fat",0.018321361,"Frozen Foods",255.3698,28,"OUT027","Medium","Tier 3","Supermarket Type3",4819.7262
"S56","FD",5.785,"Regular",0.038756864,"Fruits and Vegetables",260.7252,16,"OUT046","Small","Tier 1","Supermarket Type1",6033.4796
"T07","FD",5.82,"Regular",0.077254736,"Fruits and Vegetables",257.633,26,"OUT013","High","Tier 3","Supermarket Type1",1537.998
"T58","FD",9,"Low Fat",0.08630486,"Snack Foods",168.0816,4,"OUT018","Medium","Tier 3","Supermarket Type2",2181.1608
"J10","FD",12.9878795546559,"Regular",0.128876537,"Snack Foods",139.1838,28,"OUT027","Medium","Tier 3","Supermarket Type3",4916.933
"N25","FD",7.895,"Regular",0.061163967,"Breakfast",59.2588,9,"OUT035","Small","Tier 2","Supermarket Type1",801.6232
"C27","DR",13.8,"Low Fat",0.058220302,"Dairy",247.4802,11,"OUT045","Small","Tier 2","Supermarket Type1",1474.0812
"A38","FD",5.44,"Low Fat",0.025519534,"Dairy",238.7538,14,"OUT049","Medium","Tier 1","Supermarket Type1",3605.307
"M56","FD",16.7,"Low Fat",0.070133177,"Fruits and Vegetables",109.8912,26,"OUT013","High","Tier 3","Supermarket Type1",873.5296
"I43","NC",19.85,"Low Fat",0.025947095,"Household",46.9376,26,"OUT013","High","Tier 3","Supermarket Type1",575.2512
"P36","FD",10.395,"Regular",0.091688111,"Baking Goods",49.0008,6,"OUT017","Small","Tier 2","Supermarket Type1",860.2136
"K49","DR",11.8474598930481,"Low Fat",0,"Soft Drinks",40.5138,28,"OUT019","Small","Tier 1","Grocery Store",40.6138
"W32","FD",13.2247693817468,"Regular",0.165101585,"Fruits and Vegetables",87.7882,28,"OUT019","Small","Tier 1","Grocery Store",515.3292
"W18","NC",15.1,"Low Fat",0.059417055,"Household",237.9248,14,"OUT049","Medium","Tier 1","Supermarket Type1",2133.2232
"Q44","FD",20.5,"Low Fat",0.036287517,"Fruits and Vegetables",121.2756,4,"OUT018","Medium","Tier 3","Supermarket Type2",2181.1608
"L45","FD",15.6,"Low Fat",0.037764269,"Snack Foods",124.9704,11,"OUT045","Small","Tier 2","Supermarket Type1",2253.0672
"B48","DR",16.75,"Regular",0.024848788,"Soft Drinks",39.9822,9,"OUT035","Small","Tier 2","Supermarket Type1",746.3618
"Q34","FD",10.85,"Low Fat",0.162903525,"Snack Foods",104.9622,4,"OUT018","Medium","Tier 3","Supermarket Type2",1482.0708
"H17","FD",16.2,"Regular",0.016747538,"Frozen Foods",98.6726,6,"OUT017","Small","Tier 2","Supermarket Type1",1272.3438
"N08","FD",7.72,"Regular",0.147904328,"Fruits and Vegetables",116.6466,15,"OUT010","Medium","Tier 3","Grocery Store",117.8466
"K57","FD",12.9878795546559,"Low Fat",0.079904068,"Snack Foods",120.044,28,"OUT027","Medium","Tier 3","Supermarket Type3",4434.228
"K10","FD",5.785,"Regular",0.040325274,"Snack Foods",180.466,26,"OUT013","High","Tier 3","Supermarket Type1",719.064
"L39","FD",13.4260689045936,"Regular",0.06302467,"Dairy",181.6318,28,"OUT027","Medium","Tier 3","Supermarket Type3",1263.0226
"P25","FD",15.2,"Low Fat",0.021203509,"Canned",216.3824,9,"OUT035","Small","Tier 2","Supermarket Type1",6114.7072
"C05","FD",13.1,"Regular",0.098765906,"Frozen Foods",196.3768,9,"OUT035","Small","Tier 2","Supermarket Type1",2167.8448
"A39","FD",6.32,"Low Fat",0.012707362,"Meat",41.0822,26,"OUT013","High","Tier 3","Supermarket Type1",942.7728
"Z10","FD",17.85,"Low Fat",0.04442649,"Snack Foods",124.902,26,"OUT013","High","Tier 3","Supermarket Type1",1897.53
"K08","FD",13.2247693817468,"Regular",0.121712459,"Fruits and Vegetables",101.2016,28,"OUT027","Medium","Tier 3","Supermarket Type3",2631.2416
"D24","DR",13.85,"Low Fat",0.030769458,"Soft Drinks",141.7154,26,"OUT013","High","Tier 3","Supermarket Type1",2978.1234
"G48","DR",5.78,"Low Fat",0.014614357,"Soft Drinks",147.3102,4,"OUT018","Medium","Tier 3","Supermarket Type2",2332.9632
"H52","FD",12.867061281337,"Regular",0.076868664,"Frozen Foods",62.1194,28,"OUT019","Small","Tier 1","Grocery Store",123.8388
"S25","FD",6.885,"Regular",0.140292495,"Canned",108.5228,11,"OUT045","Small","Tier 2","Supermarket Type1",1989.4104
"H43","NC",8.42,"Low Fat",0.070555571,"Household",216.0192,9,"OUT035","Small","Tier 2","Supermarket Type1",2372.9112
"K01","DR",7.63,"Low Fat",0.061409711,"Soft Drinks",94.6436,6,"OUT017","Small","Tier 2","Supermarket Type1",1607.2412
"D59","FD",10.5,"Regular",0.066555152,"Starchy Foods",80.896,6,"OUT017","Small","Tier 2","Supermarket Type1",958.752
"B27","FD",7.575,"Low Fat",0.092711708,"Dairy",197.7768,15,"OUT010","Medium","Tier 3","Grocery Store",197.0768
"O22","FD",13.5,"Regular",0.017844609,"Snack Foods",81.396,26,"OUT013","High","Tier 3","Supermarket Type1",1198.44
"D35","FD",12.15,"Low Fat",0.025916883,"Starchy Foods",120.244,11,"OUT045","Small","Tier 2","Supermarket Type1",2277.036
"R01","FD",5.405,"Regular",0.053611144,"Canned",197.7742,9,"OUT035","Small","Tier 2","Supermarket Type1",796.2968
"B31","NC",13.3847364953887,"Low Fat",0.207783483,"Household",262.291,28,"OUT019","Small","Tier 1","Grocery Store",525.982
"C35","FD",7.435,"Low Fat",0.122837694,"Starchy Foods",208.7638,16,"OUT046","Small","Tier 1","Supermarket Type1",3105.957
"S23","FD",4.635,"Low Fat",0.141174838,"Breads",127.0994,11,"OUT045","Small","Tier 2","Supermarket Type1",2826.9868
"C33","FD",8.96,"Regular",0.069078149,"Fruits and Vegetables",197.7768,11,"OUT045","Small","Tier 2","Supermarket Type1",3153.2288
"F18","NC",18.35,"Low Fat",0.089345074,"Household",191.9504,4,"OUT018","Medium","Tier 3","Supermarket Type2",5369.0112
"M36","FD",11.65,"Regular",0.058822142,"Baking Goods",173.5422,14,"OUT049","Medium","Tier 1","Supermarket Type1",3448.844
"J53","FD",10.5,"Low Fat",0.071368699,"Frozen Foods",121.3098,14,"OUT049","Medium","Tier 1","Supermarket Type1",1446.1176
"L17","NC",7.39,"Low Fat",0.068055818,"Health and Hygiene",140.7812,4,"OUT018","Medium","Tier 3","Supermarket Type2",1567.2932
"W27","FD",12.8173442136499,"Regular",0.150122794,"Meat",154.5314,28,"OUT027","Medium","Tier 3","Supermarket Type3",1396.1826
"A32","FD",14,"Low Fat",0.030094192,"Fruits and Vegetables",215.7192,16,"OUT046","Small","Tier 1","Supermarket Type1",1078.596
"A03","FD",18.5,"Regular",0.076097035,"Dairy",145.8102,15,"OUT010","Medium","Tier 3","Grocery Store",291.6204
"W09","FD",13.65,"Regular",0.025973384,"Snack Foods",79.6302,11,"OUT045","Small","Tier 2","Supermarket Type1",554.6114
"N09","FD",14.15,"Low Fat",0,"Snack Foods",244.1828,11,"OUT045","Small","Tier 2","Supermarket Type1",731.0484
"M08","FD",10.1,"Regular",0.053887301,"Fruits and Vegetables",225.6088,6,"OUT017","Small","Tier 2","Supermarket Type1",4250.4672
"X01","FD",10.1,"Low Fat",0.024262772,"Canned",117.615,4,"OUT018","Medium","Tier 3","Supermarket Type2",1514.695
"O35","DR",13.85,"Low Fat",0.034624104,"Hard Drinks",115.0492,14,"OUT049","Medium","Tier 1","Supermarket Type1",4054.722
"S31","FD",13.1,"Regular",0.044281996,"Fruits and Vegetables",178.5318,11,"OUT045","Small","Tier 2","Supermarket Type1",3067.3406
"M53","NC",18.75,"Low Fat",0.052121825,"Health and Hygiene",104.828,14,"OUT049","Medium","Tier 1","Supermarket Type1",2343.616
"I16","FD",14,"Regular",0.135662712,"Frozen Foods",52.064,26,"OUT013","High","Tier 3","Supermarket Type1",852.224
"F36","DR",16.1,"Low Fat",0.023613955,"Soft Drinks",192.8846,14,"OUT049","Medium","Tier 1","Supermarket Type1",5350.3688
"W49","FD",12.3057050092764,"Low Fat",0.082152451,"Canned",179.9002,28,"OUT027","Medium","Tier 3","Supermarket Type3",4119.3046
"B58","FD",12.9878795546559,"Regular",0.02363057,"Snack Foods",141.7154,28,"OUT019","Small","Tier 1","Grocery Store",425.4462
"J18","NC",12.35,"Low Fat",0.164274416,"Household",119.8124,11,"OUT045","Small","Tier 2","Supermarket Type1",2133.2232
"L51","FD",20.7,"Regular",0.047587685,"Dairy",215.0876,11,"OUT045","Small","Tier 2","Supermarket Type1",5145.3024
"S03","FD",7.825,"Low Fat",0.079952983,"Meat",62.7826,4,"OUT018","Medium","Tier 3","Supermarket Type2",1162.4868
"O54","NC",13.3847364953887,"Low Fat",0.024992442,"Household",53.6614,28,"OUT019","Small","Tier 1","Grocery Store",165.7842
"A48","FD",12.1,"Low Fat",0.115107028,"Baking Goods",222.0114,11,"OUT045","Small","Tier 2","Supermarket Type1",3547.3824
"K06","NC",13.3847364953887,"Low Fat",0.008604657,"Household",123.1756,28,"OUT027","Medium","Tier 3","Supermarket Type3",1211.756
"Z54","NC",14.65,"Low Fat",0.083528446,"Household",162.4552,11,"OUT045","Small","Tier 2","Supermarket Type1",2274.3728
"W39","FD",12.8173442136499,"Regular",0.036731658,"Meat",177.237,28,"OUT027","Medium","Tier 3","Supermarket Type3",4763.799
"I09","FD",20.75,"Regular",0.129337594,"Seafood",238.188,16,"OUT046","Small","Tier 1","Supermarket Type1",5033.448
"O02","NC",11.15,"Low Fat",0,"Others",65.0142,14,"OUT049","Medium","Tier 1","Supermarket Type1",1120.5414
"F13","DR",12.1,"Low Fat",0.029827665,"Soft Drinks",144.3444,14,"OUT049","Medium","Tier 1","Supermarket Type1",2612.5992
"K25","FD",11.6,"Regular",0.157718931,"Breakfast",168.3474,6,"OUT017","Small","Tier 2","Supermarket Type1",4548.0798
"Z38","FD",17.6,"Low Fat",0.008046275,"Dairy",173.7422,6,"OUT017","Small","Tier 2","Supermarket Type1",5863.0348
"Q42","NC",13.3847364953887,"Low Fat",0.068753558,"Household",127.9678,28,"OUT019","Small","Tier 1","Grocery Store",254.3356
"M14","FD",12.3057050092764,"Low Fat",0.013199737,"Canned",108.9254,28,"OUT027","Medium","Tier 3","Supermarket Type3",2713.135
"C20","FD",10.65,"Low Fat",0.023971463,"Fruits and Vegetables",54.0272,16,"OUT046","Small","Tier 1","Supermarket Type1",447.4176
"W32","FD",18.35,"Regular",0.09468096,"Fruits and Vegetables",86.2882,4,"OUT018","Medium","Tier 3","Supermarket Type2",1631.8758
"Q19","FD",7.35,"Regular",0.014394261,"Fruits and Vegetables",241.3512,11,"OUT045","Small","Tier 2","Supermarket Type1",5331.7264
"E08","FD",18.2,"Low Fat",0.049396364,"Fruits and Vegetables",146.4734,14,"OUT049","Medium","Tier 1","Supermarket Type1",3563.3616
"C29","FD",8.39,"Regular",0.024243294,"Frozen Foods",116.0176,14,"OUT049","Medium","Tier 1","Supermarket Type1",1603.2464
"V50","FD",14.3,"Low Fat",0.122469209,"Dairy",121.973,26,"OUT013","High","Tier 3","Supermarket Type1",2709.806
"F11","FD",10.195,"Regular",0.017730951,"Starchy Foods",239.8538,6,"OUT017","Small","Tier 2","Supermarket Type1",4086.0146
"N09","FD",14.15,"Low Fat",0.035016754,"Snack Foods",245.3828,4,"OUT018","Medium","Tier 3","Supermarket Type2",1705.7796
"G37","DR",16.2,"Low Fat",0.019417732,"Soft Drinks",153.7972,11,"OUT045","Small","Tier 2","Supermarket Type1",1402.1748
"V06","NC",13.3847364953887,"Low Fat",0.066358426,"Household",195.2478,28,"OUT027","Medium","Tier 3","Supermarket Type3",7168.6686
"J13","DR",12.65,"Low Fat",0.105265475,"Soft Drinks",159.9578,15,"OUT010","Medium","Tier 3","Grocery Store",962.7468
"F25","DR",11.8474598930481,"Low Fat",0.038736754,"Soft Drinks",37.319,28,"OUT027","Medium","Tier 3","Supermarket Type3",1281.665
"E53","FD",10.895,"Low Fat",0.044991876,"Frozen Foods",107.228,15,"OUT010","Medium","Tier 3","Grocery Store",426.112
"S08","FD",5.735,"Low Fat",0.05696122,"Fruits and Vegetables",176.337,16,"OUT046","Small","Tier 1","Supermarket Type1",1764.37
"O23","FD",17.85,"Low Fat",0.147255604,"Breads",93.7436,6,"OUT017","Small","Tier 2","Supermarket Type1",1701.7848
"T07","FD",5.82,"Regular",0.077319079,"Fruits and Vegetables",255.433,16,"OUT046","Small","Tier 1","Supermarket Type1",4357.661
"X29","NC",10,"Low Fat",0.089135671,"Health and Hygiene",146.9102,9,"OUT035","Small","Tier 2","Supermarket Type1",3207.8244
"G22","FD",17.6,"Regular",0.041373331,"Snack Foods",38.119,9,"OUT035","Small","Tier 2","Supermarket Type1",732.38
"J47","DR",11.4003278688525,"Low Fat",0.04403602,"Hard Drinks",173.308,28,"OUT027","Medium","Tier 3","Supermarket Type3",6751.212
"L43","FD",10.1,"Low Fat",0.027041859,"Meat",77.567,26,"OUT013","High","Tier 3","Supermarket Type1",306.268
"Z43","FD",13.2247693817468,"Regular",0.056782237,"Fruits and Vegetables",241.2512,28,"OUT027","Medium","Tier 3","Supermarket Type3",8239.9408
"Z21","FD",17.6,"Regular",0.03922186,"Snack Foods",97.241,16,"OUT046","Small","Tier 1","Supermarket Type1",193.082
"J50","FD",8.645,"Low Fat",0.021581922,"Canned",53.3982,9,"OUT035","Small","Tier 2","Supermarket Type1",1209.7586
"V35","FD",19.5,"Low Fat",0.128206001,"Breads",155.9314,16,"OUT046","Small","Tier 1","Supermarket Type1",3878.285
"W56","FD",7.68,"Low Fat",0.071301323,"Fruits and Vegetables",190.8162,6,"OUT017","Small","Tier 2","Supermarket Type1",2693.8268
"L35","DR",15.7,"Low Fat",0.030765898,"Hard Drinks",43.277,11,"OUT045","Small","Tier 2","Supermarket Type1",649.155
"R01","FD",5.405,"Regular",0.053730029,"Canned",199.0742,11,"OUT045","Small","Tier 2","Supermarket Type1",4777.7808
"S24","FD",20.85,"Regular",0.062350672,"Baking Goods",86.9514,11,"OUT045","Small","Tier 2","Supermarket Type1",1416.8224
"L17","NC",7.39,"Low Fat",0.068163102,"Health and Hygiene",140.4812,6,"OUT017","Small","Tier 2","Supermarket Type1",2422.1804
"S13","FD",6.465,"Low Fat",0,"Canned",263.1884,4,"OUT018","Medium","Tier 3","Supermarket Type2",2914.8724
"B59","FD",18.25,"Low Fat",0.015309885,"Snack Foods",197.6084,11,"OUT045","Small","Tier 2","Supermarket Type1",2380.9008
"W26","FD",13.4260689045936,"Regular",0.106538757,"Dairy",222.3772,28,"OUT027","Medium","Tier 3","Supermarket Type3",1556.6404
"Q12","FD",12.2771082089552,"Low Fat",0.061999648,"Baking Goods",230.001,28,"OUT019","Small","Tier 1","Grocery Store",689.103
"X59","FD",10.195,"Low Fat",0.051618281,"Breads",31.9558,26,"OUT013","High","Tier 3","Supermarket Type1",373.5138
"L36","FD",15.1,"Low Fat",0.076505799,"Baking Goods",91.583,6,"OUT017","Small","Tier 2","Supermarket Type1",539.298
"Q55","FD",13.65,"Regular",0.013091186,"Fruits and Vegetables",114.8834,4,"OUT018","Medium","Tier 3","Supermarket Type2",1612.5676
"V46","FD",12.9878795546559,"Low Fat",0.022074764,"Snack Foods",141.418,28,"OUT019","Small","Tier 1","Grocery Store",559.272
"M28","FD",12.867061281337,"Low Fat",0.079146113,"Frozen Foods",181.466,28,"OUT019","Small","Tier 1","Grocery Store",179.766
"T40","FD",5.985,"Low Fat",0.096337184,"Frozen Foods",125.2678,6,"OUT017","Small","Tier 2","Supermarket Type1",763.0068
"J11","DR",9.5,"Low Fat",0.142425145,"Hard Drinks",189.9872,15,"OUT010","Medium","Tier 3","Grocery Store",756.3488
"D51","FD",11.15,"Low Fat",0,"Dairy",44.7744,11,"OUT045","Small","Tier 2","Supermarket Type1",181.0976
"T17","NC",13.1423139534884,"Low Fat",0.041663111,"Health and Hygiene",188.6214,28,"OUT027","Medium","Tier 3","Supermarket Type3",6029.4848
"W17","NC",18,"Low Fat",0.019386234,"Health and Hygiene",126.8994,16,"OUT046","Small","Tier 1","Supermarket Type1",3083.9856
"Y29","NC",13.1423139534884,"Low Fat",0.135226962,"Health and Hygiene",56.293,28,"OUT019","Small","Tier 1","Grocery Store",113.186
"H36","DR",16.2,"Low Fat",0,"Soft Drinks",73.4696,26,"OUT013","High","Tier 3","Supermarket Type1",2087.9488
"B17","FD",13.15,"Low Fat",0.036729122,"Frozen Foods",179.7976,14,"OUT049","Medium","Tier 1","Supermarket Type1",2535.3664
"A17","NC",20.6,"Low Fat",0.045380404,"Health and Hygiene",148.4392,26,"OUT013","High","Tier 3","Supermarket Type1",1789.6704
"T27","FD",11.395,"Regular",0.069587171,"Meat",234.6616,16,"OUT046","Small","Tier 1","Supermarket Type1",4687.232
"R32","FD",6.78,"Regular",0.08573655,"Fruits and Vegetables",229.5694,26,"OUT013","High","Tier 3","Supermarket Type1",3425.541
"G41","FD",8.84,"Regular",0.076681143,"Frozen Foods",110.7228,14,"OUT049","Medium","Tier 1","Supermarket Type1",1657.842
"X25","FD",16.7,"Low Fat",0.102055777,"Canned",184.0292,16,"OUT046","Small","Tier 1","Supermarket Type1",3101.2964
"G56","FD",13.3,"Regular",0.071856726,"Fruits and Vegetables",63.2536,6,"OUT017","Small","Tier 2","Supermarket Type1",1347.5792
"N16","FD",12.6,"Regular",0.063054947,"Frozen Foods",102.399,6,"OUT017","Small","Tier 2","Supermarket Type1",2270.378
"D47","FD",7.6,"Regular",0.142383847,"Starchy Foods",172.3448,9,"OUT035","Small","Tier 2","Supermarket Type1",2556.672
"R12","FD",12.6,"Regular",0.03150851,"Baking Goods",170.5764,26,"OUT013","High","Tier 3","Supermarket Type1",3779.0808
"S33","FD",6.67,"Regular",0.123620492,"Snack Foods",90.0514,14,"OUT049","Medium","Tier 1","Supermarket Type1",1505.3738
"C55","NC",10.695,"Low Fat",0.06375108,"Household",36.7848,9,"OUT035","Small","Tier 2","Supermarket Type1",782.9808
"A38","FD",13.4260689045936,"Low Fat",0.04461205,"Dairy",241.1538,28,"OUT019","Small","Tier 1","Grocery Store",480.7076
"K44","FD",16.6,"Low Fat",0.122204371,"Fruits and Vegetables",173.5738,9,"OUT035","Small","Tier 2","Supermarket Type1",1911.5118
"Z57","FD",10,"Regular",0.037764307,"Snack Foods",127.2994,16,"OUT046","Small","Tier 1","Supermarket Type1",642.497
"N14","NC",19.1,"Low Fat",0.092437711,"Others",185.2608,6,"OUT017","Small","Tier 2","Supermarket Type1",1470.0864
"B06","NC",17.6,"Low Fat",0.137807013,"Health and Hygiene",161.792,15,"OUT010","Medium","Tier 3","Grocery Store",159.792
"L01","DR",19.5,"Regular",0.077292302,"Soft Drinks",235.3958,14,"OUT049","Medium","Tier 1","Supermarket Type1",6309.7866
"U10","FD",10.1,"Regular",0.045763062,"Snack Foods",38.4848,14,"OUT049","Medium","Tier 1","Supermarket Type1",633.8416
"S38","NC",8.6,"Low Fat",0.090558833,"Household",112.6176,4,"OUT018","Medium","Tier 3","Supermarket Type2",3091.9752
"Q16","FD",19.7,"Low Fat",0.041703666,"Frozen Foods",109.1912,26,"OUT013","High","Tier 3","Supermarket Type1",1637.868
"S40","FD",15.35,"Low Fat",0.014098693,"Frozen Foods",37.219,6,"OUT017","Small","Tier 2","Supermarket Type1",805.618
"E36","FD",5.26,"Regular",0.042008667,"Baking Goods",162.6868,6,"OUT017","Small","Tier 2","Supermarket Type1",3767.0964
"V31","FD",9.8,"Low Fat",0.106933748,"Fruits and Vegetables",175.337,11,"OUT045","Small","Tier 2","Supermarket Type1",529.311
"D42","NC",16.5,"Low Fat",0.012663476,"Health and Hygiene",39.3506,11,"OUT045","Small","Tier 2","Supermarket Type1",645.1602
"T20","FD",10.5,"Low Fat",0.041387618,"Fruits and Vegetables",40.1164,9,"OUT035","Small","Tier 2","Supermarket Type1",849.5608
"N19","NC",13.1,"Low Fat",0.012148836,"Others",191.353,4,"OUT018","Medium","Tier 3","Supermarket Type2",1328.271
"W21","FD",12.9878795546559,"Regular",0.005935001,"Snack Foods",98.8358,28,"OUT027","Medium","Tier 3","Supermarket Type3",2010.716
"F34","FD",9.3,"Regular",0.014047825,"Snack Foods",196.5084,11,"OUT045","Small","Tier 2","Supermarket Type1",4364.9848
"I28","FD",14.3,"Low Fat",0.026375082,"Frozen Foods",79.6302,11,"OUT045","Small","Tier 2","Supermarket Type1",792.302
"G44","FD",13.2247693817468,"Low Fat",0,"Fruits and Vegetables",55.7298,28,"OUT027","Medium","Tier 3","Supermarket Type3",2804.3496
"F60","DR",10.8,"Low Fat",0.052174319,"Soft Drinks",240.3564,11,"OUT045","Small","Tier 2","Supermarket Type1",4290.4152
"Q36","FD",12.2771082089552,"Regular",0,"Baking Goods",38.1848,28,"OUT019","Small","Tier 1","Grocery Store",37.2848
"P34","FD",12.85,"Low Fat",0.137786856,"Snack Foods",157.763,4,"OUT018","Medium","Tier 3","Supermarket Type2",2659.871
"A20","FD",6.78,"Low Fat",0.066608487,"Fruits and Vegetables",184.624,9,"OUT035","Small","Tier 2","Supermarket Type1",5406.296
"E41","FD",9.195,"Regular",0.064002068,"Frozen Foods",85.5566,9,"OUT035","Small","Tier 2","Supermarket Type1",930.1226
"K47","DR",7.905,"Low Fat",0.06406438,"Hard Drinks",229.2694,16,"OUT046","Small","Tier 1","Supermarket Type1",1826.9552
"Y10","FD",17.6,"Low Fat",0.049345425,"Snack Foods",115.4176,6,"OUT017","Small","Tier 2","Supermarket Type1",1145.176
"I02","FD",15.7,"Regular",0.11521312,"Canned",112.0202,6,"OUT017","Small","Tier 2","Supermarket Type1",3150.5656
"E41","FD",12.867061281337,"Regular",0,"Frozen Foods",83.7566,28,"OUT019","Small","Tier 1","Grocery Store",253.6698
"Z52","FD",19.2,"Low Fat",0.099991245,"Frozen Foods",112.7886,26,"OUT013","High","Tier 3","Supermarket Type1",1779.0176
"G50","FD",7.405,"Low Fat",0.015334003,"Canned",92.7146,4,"OUT018","Medium","Tier 3","Supermarket Type2",1185.7898
"L01","DR",19.5,"Regular",0.129170642,"Soft Drinks",233.9958,15,"OUT010","Medium","Tier 3","Grocery Store",467.3916
"V48","FD",9.195,"Regular",0.051908824,"Baking Goods",78.1644,6,"OUT017","Small","Tier 2","Supermarket Type1",1414.1592
"R48","FD",11.65,"Low Fat",0.131770922,"Baking Goods",151.1024,11,"OUT045","Small","Tier 2","Supermarket Type1",1518.024
"D54","NC",21.1,"Low Fat",0.028984804,"Household",146.1786,26,"OUT013","High","Tier 3","Supermarket Type1",3034.0506
"T54","NC",8.695,"Low Fat",0.120211747,"Household",93.2094,6,"OUT017","Small","Tier 2","Supermarket Type1",666.4658
"H02","FD",7.27,"Regular",0.02076385,"Canned",89.0488,26,"OUT013","High","Tier 3","Supermarket Type1",181.0976
